violation_id,request_id,rule_id,rule_name,required_step,severity,violation_type,evidence,amount_at_risk
VIO-000545,PR-18423,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,46765.88
VIO-000546,PR-18423,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,46765.88
VIO-000547,PR-18423,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,46765.88
VIO-000548,PR-13877,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,70557.0
VIO-000549,PR-13877,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,70557.0
VIO-000550,PR-11513,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,4556.96
VIO-000551,PR-14616,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0588 approved $8,872 with a $0 limit",8871.55
VIO-000552,PR-14616,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,8871.55
VIO-000553,PR-13825,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,2110.16
VIO-000554,PR-16796,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,22301.63
VIO-000555,PR-16796,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,22301.63
VIO-000556,PR-16796,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,22301.63
VIO-000557,PR-16796,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,22301.63
VIO-000558,PR-11569,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,4593.98
VIO-000559,PR-11569,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,4593.98
VIO-000560,PR-17199,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,2149.86
VIO-000561,PR-17199,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,2149.86
VIO-000562,PR-17199,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,2149.86
VIO-000563,PR-17199,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,2149.86
VIO-000564,PR-13371,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,7589.62
VIO-000565,PR-14479,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,13511.48
VIO-000566,PR-10521,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,707.84
VIO-000567,PR-14803,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0705 approved $7,530 with a $0 limit",7530.02
VIO-000568,PR-14803,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,7530.02
VIO-000569,PR-14910,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,52315.18
VIO-000570,PR-14910,RULE-017,Urgent purchase rationale,DOCUMENTED_URGENCY,Medium,Undocumented urgency,Urgent routing was used without rationale,52315.18
VIO-000571,PR-13092,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,20809.99
VIO-000572,PR-18318,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,12792.68
VIO-000573,PR-12414,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,3691.17
VIO-000574,PR-15337,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,8015.52
VIO-000575,PR-17583,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,13236.05
VIO-000576,PR-13427,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,5901.39
VIO-000577,PR-16185,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,31761.48
VIO-000578,PR-15039,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,8412.56
VIO-000579,PR-17190,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,13801.88
VIO-000580,PR-14763,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,23288.97
VIO-000581,PR-14763,RULE-007,Competitive bid evidence,Competitive Bid Confirmed,High,Missing required step,Competitive Bid Confirmed was required but not observed,23288.97
VIO-000582,PR-14763,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,23288.97
VIO-000583,PR-14763,RULE-015,Contractor procurement review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,23288.97
VIO-000584,PR-12401,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0488 approved $6,288 with a $0 limit",6287.53
VIO-000585,PR-12401,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,6287.53
VIO-000586,PR-13532,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,10032.22
VIO-000587,PR-13953,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,38362.94
VIO-000588,PR-12695,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,31474.38
VIO-000589,PR-12695,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,31474.38
VIO-000590,PR-16073,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,921.07
VIO-000591,PR-12192,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,2015.18
VIO-000592,PR-17857,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0854 approved $4,977 with a $0 limit",4976.94
VIO-000593,PR-17857,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,4976.94
VIO-000594,PR-10829,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,9622.38
VIO-000595,PR-11883,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0588 approved $1,248 with a $0 limit",1248.27
VIO-000596,PR-11883,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,1248.27
VIO-000597,PR-12168,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,2137.37
VIO-000598,PR-16569,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,6862.45
VIO-000599,PR-16569,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,6862.45
VIO-000600,PR-16569,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,6862.45
VIO-000601,PR-16569,RULE-014,High-risk security review,Security Review,Critical,Missing required step,Security Review was required but not observed,6862.45
VIO-000602,PR-17821,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,17652.44
VIO-000603,PR-17821,RULE-006,Unapproved vendor review,Procurement Review,High,Missing required step,Procurement Review was required but not observed,17652.44
VIO-000604,PR-13849,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0549 approved $5,310 with a $0 limit",5309.86
VIO-000605,PR-13849,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,5309.86
VIO-000606,PR-17993,RULE-018,Equipment dual control,DUAL_CONTROL,High,Dual control incomplete,Both Finance and Procurement review were required,43630.34
VIO-000607,PR-13124,RULE-002,Finance approval,Finance Approval,High,Missing required step,Finance Approval was required but not observed,17825.24
VIO-000608,PR-15121,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,1922.08
VIO-000609,PR-16529,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,815.3
VIO-000610,PR-12818,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,2237.68
VIO-000611,PR-15153,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,824.45
VIO-000612,PR-10940,RULE-010,Vendor validation,Vendor Validation,High,Missing required step,Vendor Validation was required but not observed,5096.45
VIO-000613,PR-18494,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,1155.29
VIO-000614,PR-18340,RULE-001,Manager approval,Manager Approval,Low,Missing required step,Manager Approval was required but not observed,24799.62
VIO-000615,PR-10799,RULE-008,Approval authorization,AUTHORIZED_APPROVER,Critical,Authorization limit exceeded,"EMP-0723 approved $2,412 with a $0 limit",2411.87
VIO-000616,PR-10799,RULE-009,Segregation of duties,NO_SELF_APPROVAL,Critical,Self-approval,Requester appears as an approver,2411.87
VIO-000617,PR-10085,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,6383.81
VIO-000618,PR-17160,RULE-004,Software security review,Security Review,Critical,Missing required step,Security Review was required but not observed,785.69
